/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA1 (1928-1955), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926358 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1928-09-01T00:00:00 * DATE/TIME END: 1955-12-31T00:00:00
Event(s):	BABADA1 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 7am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
	Sunshine duration [min] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: calculated from hours and minutes
	Sunshine duration, daily [h/day] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	56002 data points
*/
Date/Time	N [tenths] (at 7am)	N [tenths] (at 1pm)	N [tenths] (at 6pm)	N [tenths] (mean)	SSD [min] (calculated from hours and min...)	SSD [h/day]
1949-05-02	7	4	10	7.00	370	6.17
1949-05-03	10	10	10	10.00	0	0.00
1949-05-04	8	10	10	9.33	240	4.00
1949-05-05	4	9	5	6.00	645	10.75
1949-05-06	4	4	3	3.67	605	10.08
1949-05-07	1	4	6	3.67	690	11.50
1949-05-08	9	5	9	7.67	455	7.58
1949-05-09	4	5	5	4.67	655	10.92
1949-05-10	2	3	10	5.00	695	11.58
1949-05-11	10	8	9	9.00	215	3.58
1949-05-12	9	9	9	9.00	240	4.00
1949-05-13	9	7	10	8.67	240	4.00
1949-05-14	10	9	6	8.33	390	6.50
1949-05-15	10	6	3	6.33	630	10.50
1949-05-16	0	8	9	5.67	590	9.83
1949-05-17	10	9	6	8.33	400	6.67
1949-05-18	1	1	5	2.33	770	12.83
1949-05-19	0	0	0	0.00	800	13.33
1949-05-20	0	0	0	0.00	765	12.75
1949-05-21	4	1	10	5.00	790	13.17
1949-05-22	6	1	6	4.33	775	12.92
1949-05-23	9	3	1	4.33	760	12.67
1949-05-24	0	2	1	1.00	815	13.58
1949-05-25	10	1	6	5.67	610	10.17
1949-05-26	0	0	0	0.00	830	13.83
1949-05-27	1	7	5	4.33	785	13.08
1949-05-28	9	9	5	7.67	450	7.50
1949-05-29	9	9	6	8.00	365	6.08
1949-05-30	9	5	3	5.67	725	12.08
1949-05-31	9	10	9	9.33	190	3.17
1949-06-01	9	8	4	7.00	805	13.42
1949-06-02	1	3	4	2.67	840	14.00
1949-06-03	2	1	0	1.00	840	14.00
1949-06-04	0	0	0	0.00	840	14.00
1949-06-05	0	0	3	1.00	780	13.00
1949-06-06	10	10	6	8.67	360	6.00
1949-06-07	1	9	6	5.33	560	9.33
1949-06-08	1	4	4	3.00	840	14.00
1949-06-09	10	2	2	4.67	715	11.92
1949-06-10	0	3	4	2.33	660	11.00
1949-06-11	1	3	3	2.33	780	13.00
1949-06-12	7	10	2	6.33	435	7.25
1949-06-13	4	2	5	3.67	725	12.08
1949-06-14	7	8	10	8.33	475	7.92
1949-06-15	9	7	8	8.00	435	7.25
1949-06-16	10	4	4	6.00	645	10.75
1949-06-17	0	1	1	0.67	760	12.67
1949-06-18	1	1	2	1.33	845	14.08
1949-06-19	6	5	2	4.33	775	12.92
1949-06-20	1	0	0	0.33	860	14.33
1949-06-21	2	2	2	2.00	850	14.17
1949-06-22	0	1	2	1.00	845	14.08
1949-06-23	0	1	0	0.33	860	14.33
1949-06-24	1	1	2	1.33	780	13.00
1949-06-25	1	1	0	0.67	810	13.50
1949-06-26	2	6	9	5.67	560	9.33
1949-06-27	9	7	7	7.67	510	8.50
1949-06-28	0	3	10	4.33	640	10.67
1949-06-29	9	1	10	6.67	180	3.00
1949-06-30	0	1	6	2.33	810	13.50
1949-07-01	0	0	8	2.67	780	13.00
1949-07-02	1	0	2	1.00	710	11.83
1949-07-03	0	1	6	2.33	585	9.75
1949-07-04	6	10	10	8.67	170	2.83
1949-07-05	8	9	8	8.33	290	4.83
1949-07-06	3	7	9	6.33	570	9.50
1949-07-07	0	3	3	2.00	730	12.17
1949-07-08	10	1	0	3.67	590	9.83
1949-07-09	2	1	1	1.33	760	12.67
1949-07-10	10	9	9	9.33	255	4.25
1949-07-11	10	10	7	9.00	85	1.42
1949-07-12	0	4	5	3.00	720	12.00
1949-07-13	8	1	0	3.00	730	12.17
1949-07-14	0	0	0	0.00	840	14.00
1949-07-15	0	1	3	1.33	825	13.75
1949-07-16	0	1	0	0.33	820	13.67
1949-07-17	0	1	1	0.67	840	14.00
1949-07-18	0	0	0	0.00	820	13.67
1949-07-19	0	0	0	0.00	835	13.92
1949-07-20	0	0	0	0.00	825	13.75
1949-07-21	0	0	0	0.00	840	14.00
1949-07-22	0	0	0	0.00	800	13.33
1949-07-23	0	1	0	0.33	820	13.67
1949-07-24	0	1	1	0.67	805	13.42
1949-07-25	0	0	0	0.00	820	13.67
1949-07-26	0	1	2	1.00	770	12.83
1949-07-27	0	1	3	1.33	750	12.50
1949-07-28	0	0	2	0.67	770	12.83
1949-07-29	7	2	1	3.33	660	11.00
1949-07-30	1	0	1	0.67	690	11.50
1949-07-31	0	0	0	0.00	765	12.75
1949-08-01	0	0	0	0.00	770	12.83
1949-08-02	0	0	0	0.00	790	13.17
1949-08-03	0	0	0	0.00	800	13.33
1949-08-04	0	0	0	0.00	780	13.00
1949-08-05	0	0	0	0.00	750	12.50
1949-08-06	1	1	1	1.00	780	13.00
1949-08-07	0	1	1	0.67	785	13.08
1949-08-08	0	0	1	0.33	790	13.17
1949-08-09	0	1	1	0.67	780	13.00
1949-08-10	0	0	1	0.33	745	12.42
1949-08-11	0	0	1	0.33	755	12.58
1949-08-12	0	1	1	0.67	760	12.67
1949-08-13	4	1	7	4.00	515	8.58
1949-08-14	9	3	9	7.00	340	5.67
1949-08-15	7	1	1	3.00	695	11.58
1949-08-16	0	1	0	0.33	695	11.58
1949-08-17	0	3	0	1.00	675	11.25
1949-08-18	0	0	0	0.00	760	12.67
1949-08-19	7	6	1	4.67	635	10.58
1949-08-20	2	1	1	1.33	705	11.75
1949-08-21	0	1	1	0.67	725	12.08
1949-08-22	0	0	0	0.00	745	12.42
1949-08-23	0	0	0	0.00	710	11.83
1949-08-24	0	5	10	5.00	550	9.17
1949-08-25	3	1	7	3.67	720	12.00
1949-08-26	0	1	1	0.67	750	12.50
1949-08-27	5	1	9	5.00	590	9.83
1949-08-28	0	1	2	1.00	740	12.33
1949-08-29	0	1	2	1.00	740	12.33
1949-08-30	2	6	2	3.33	745	12.42
1949-08-31	2	2	5	3.00	390	6.50
1949-09-01	8	2	0	3.33	545	9.08
1949-09-02	0	2	0	0.67	700	11.67
1949-09-03	0	0	2	0.67	695	11.58
1949-09-04	5	8	10	7.67	390	6.50
1949-09-05	9	9	9	9.00	390	6.50
1949-09-06	4	5	6	5.00	685	11.42
1949-09-07	4	7	9	6.67	615	10.25
1949-09-08	9	7	9	8.33	490	8.17
1949-09-09	2	8	10	6.67	385	6.42
1949-09-10	6	9	10	8.33	350	5.83
1949-09-11	9	9	9	9.00	320	5.33
1949-09-12	10	10	10	10.00	0	0.00
1949-09-13	10	9	4	7.67	475	7.92
1949-09-14	2	9	9	6.67	455	7.58
1949-09-15	10	8	8	8.67	270	4.50
1949-09-16	9	9	9	9.00	420	7.00
1949-09-17	7	6	1	4.67	620	10.33
1949-09-18	1	0	0	0.33	580	9.67
1949-09-19	0	0	4	1.33	540	9.00
1949-09-20	2	2	2	2.00	625	10.42
1949-09-21	7	8	7	7.33	320	5.33
1949-09-22	10	10	10	10.00	0	0.00
1949-09-23	9	10	5	8.00	475	7.92
1949-09-24	2	2	7	3.67	455	7.58
1949-09-25	0	10	5	5.00	270	4.50
1949-09-26	3	7	9	6.33	420	7.00
1949-09-27	10	10	8	9.33	620	10.33
1949-09-28	5	10	10	8.33	580	9.67
1949-09-29	10	9	9	9.33	540	9.00
1949-09-30	10	10	5	8.33	625	10.42
1949-10-01	10	5	9	8.00	450	7.50
1949-10-02	8	9	10	9.00	330	5.50
1949-10-03	10	6	10	8.67	345	5.75
1949-10-04	3	6	7	5.33	575	9.58
1949-10-05	10	3	8	7.00	565	9.42
1949-10-06	10	8	10	9.33	435	7.25
1949-10-07	10	10	3	7.67	350	5.83
1949-10-08	9	4	9	7.33	515	8.58
1949-10-09	5	3	7	5.00	530	8.83
1949-10-10	0	1	1	0.67	630	10.50
1949-10-11	0	1	1	0.67	630	10.50
1949-10-12	0	1	3	1.33	620	10.33
1949-10-13	1	1	1	1.00	635	10.58
1949-10-14	0	1	1	0.67	615	10.25
1949-10-15	0	0	0	0.00	615	10.25
1949-10-16	1	4	7	4.00	450	7.50
1949-10-17	2	0	1	1.00	620	10.33
1949-10-18	1	1	0	0.67	620	10.33
1949-10-19	0	1	1	0.67	625	10.42
1949-10-20	10	9	8	9.00	325	5.42
1949-10-21	10	5	6	7.00	440	7.33
1949-10-22	6	5	7	6.00	410	6.83
1949-10-23	9	10	10	9.67	25	0.42
1949-10-24	10	4	1	5.00	395	6.58
1949-10-25	10	5	10	8.33	430	7.17
1949-10-26	8	5	1	4.67	550	9.17
1949-10-27	0	0	0	0.00	610	10.17
1949-10-28	0	0	1	0.33	600	10.00
1949-10-29	0	1	1	0.67	615	10.25
1949-10-30	0	7	8	5.00	440	7.33
1949-10-31	1	3	10	4.67	550	9.17
1949-11-01	10	9	8	9.00	225	3.75
1949-11-02	10	9	8	9.00	135	2.25
1949-11-03	1	6	6	4.33	565	9.42
1949-11-04	0	1	5	2.00	560	9.33
1949-11-05	4	8	10	7.33	170	2.83
1949-11-06	10	10	10	10.00	40	0.67
1949-11-07	10	9	10	9.67	430	7.17
1949-11-08	2	8	5	5.00	500	8.33
1949-11-09	1	2	5	2.67	575	9.58
1949-11-10	10	0	0	3.33	460	7.67
1949-11-11	2	1	1	1.33	555	9.25
1949-11-12	1	1	2	1.33	555	9.25
1949-11-13	4	2	0	2.00	550	9.17
1949-11-14	2	4	1	2.33	535	8.92
1949-11-15	0	2	4	2.00	560	9.33
1949-11-16	0	0	2	0.67	575	9.58
1949-11-17	10	9	7	8.67	100	1.67
1949-11-18	10	10	10	10.00	0	0.00
1949-11-19	2	4	6	4.00	510	8.50
1949-11-20	3	9	9	7.00	265	4.42
1949-11-21	8	10	10	9.33	45	0.75
1949-11-22	2	9	5	5.33	315	5.25
1949-11-23	10	9	10	9.67	215	3.58
1949-11-24	8	8	7	7.67	300	5.00
1949-11-25	2	9	10	7.00	195	3.25
1949-11-26	10	10	10	10.00	20	0.33
1949-11-27	3	7	3	4.33	210	3.50
1949-11-28	10	6	4	6.67	375	6.25
1949-11-29	10	10	10	10.00	0	0.00
1949-11-30	10	10	10	10.00	0	0.00
1949-12-01	10	10	10	10.00	0	0.00
1949-12-02	9	9	10	9.33	0	0.00
1949-12-03	10	5	6	7.00	315	5.25
1949-12-04	10	5	5	6.67	280	4.67
1949-12-05	10	10	10	10.00	0	0.00
1949-12-06	10	10	4	8.00	135	2.25
1949-12-07	3	10	10	7.67	200	3.33
1949-12-08	10	5	2	5.67	285	4.75
1949-12-09	2	1	1	1.33	510	8.50
1949-12-10	1	2	2	1.67	535	8.92
1949-12-11	0	3	2	1.67	535	8.92
1949-12-12	2	3	5	3.33	450	7.50
1949-12-13	0	1	3	1.33	520	8.67
1949-12-14	2	4	1	2.33	500	8.33
1949-12-15	1	9	10	6.67	90	1.50
1949-12-16	10	5	3	6.00	380	6.33
1949-12-17	10	10	10	10.00	0	0.00
1949-12-18	10	10	10	10.00	0	0.00
1949-12-19	10	10	10	10.00	0	0.00
1949-12-20	10	10	10	10.00	0	0.00
1949-12-21	9	8	8	8.33	490	8.17
1949-12-22	4	1	2	2.33	500	8.33
1949-12-23	9	5	9	7.67	320	5.33
1949-12-24	8	4	2	4.67	410	6.83
1949-12-25	4	1	2	2.33	510	8.50
1949-12-26	10	0	0	3.33	450	7.50
1949-12-27	0	1	0	0.33	500	8.33
1949-12-28	5	9	10	8.00	25	0.42
1949-12-29	10	9	10	9.67	150	2.50
1949-12-30	10	10	10	10.00	30	0.50
1949-12-31	9	2	1	4.00	465	7.75
1950-01-01	0	1	1	0.67	535	8.92
1950-01-02	0	1	0	0.33	520	8.67
1950-01-03	1	1	3	1.67	400	6.67
1950-01-04	0	0	0	0.00	490	8.17
1950-01-05	10	0	0	3.33	310	5.17
1950-01-06	10	10	10	10.00	0	0.00
1950-01-07	10	10	10	10.00	0	0.00
1950-01-08	10	10	10	10.00	0	0.00
1950-01-09	10	4	2	5.33	360	6.00
1950-01-10	0	0	0	0.00	550	9.17
1950-01-11	0	0	1	0.33	535	8.92
1950-01-12	10	10	3	7.67	240	4.00
1950-01-13	5	9	9	7.67	270	4.50
1950-01-14	2	9	6	5.67	330	5.50
1950-01-15	1	1	1	1.00	540	9.00
1950-01-16	10	8	10	9.33	320	5.33
1950-01-17	2	3	1	2.00	555	9.25
1950-01-18	0	0	0	0.00	560	9.33
1950-01-19	0	1	1	0.67	550	9.17
1950-01-20	1	7	10	6.00	290	4.83
1950-01-21	10	10	10	10.00	0	0.00
1950-01-22	10	9	9	9.33	145	2.42
1950-01-23	2	1	2	1.67	540	9.00
1950-01-24	0	2	8	3.33	420	7.00
1950-01-25	10	10	10	10.00	0	0.00
1950-01-26	10	6	9	8.33	25	0.42
1950-01-27	2	3	10	5.00	250	4.17
1950-01-28	9	9	7	8.33	295	4.92
1950-01-29	10	8	2	6.67	280	4.67
1950-01-30	0	6	10	5.33	320	5.33
1950-01-31	10	10	10	10.00	0	0.00
1950-02-01	0	2	4	2.00	575	9.58
1950-02-02	2	6	7	5.00	495	8.25
1950-02-03	8	8	8	8.00	0	0.00
1950-02-04	8	3	3	4.67	490	8.17
1950-02-05	8	8	8	8.00	0	0.00
1950-02-06	1	3	2	2.00	510	8.50
1950-02-07	8	5	4	5.67	340	5.67
1950-02-08	8	6	1	5.00	370	6.17
1950-02-09	1	1	1	1.00	595	9.92
1950-02-10	8	0	0	2.67	475	7.92
1950-02-11	1	6	7	4.67	375	6.25
1950-02-12	0	1	2	1.00	555	9.25
1950-02-13	8	7	3	6.00	310	5.17
1950-02-14	0	1	1	0.67	555	9.25
1950-02-15	0	1	0	0.33	600	10.00
1950-02-16	0	0	0	0.00	625	10.42
1950-02-17	0	1	1	0.67	620	10.33
1950-02-18	1	8	7	5.33	510	8.50
1950-02-19	1	5	3	3.00	575	9.58
1950-02-20	1	2	7	3.33	580	9.67
1950-02-21	1	1	1	1.00	565	9.42
1950-02-22	0	8	8	5.33	435	7.25
1950-02-23	8	8	8	8.00	155	2.58
1950-02-24	8	8	8	8.00	130	2.17
1950-02-25	8	6	3	5.67	385	6.42
1950-02-26	1	3	6	3.33	385	6.42
1950-02-27	8	8	7	7.67	40	0.67
1950-02-28	7	8	8	7.67	420	7.00
1950-03-01	8	7	4	6.33	250	4.17
1950-03-02	3	4	2	3.00	635	10.58
1950-03-03	1	2	4	2.33	635	10.58
1950-03-04	1	4	4	3.00	610	10.17
1950-03-05	0	0	0	0.00	635	10.58
1950-03-06	0	0	0	0.00	645	10.75
1950-03-07	0	0	0	0.00	640	10.67
1950-03-08	0	0	0	0.00	655	10.92
1950-03-09	1	7	7	5.00	465	7.75
1950-03-10	1	2	1	1.33	620	10.33
1950-03-11	8	1	1	3.33	460	7.67
1950-03-12	2	7	8	5.67	335	5.58
1950-03-13	8	7	7	7.33	330	5.50
1950-03-14	8	7	7	7.33	420	7.00
1950-03-15	1	8	5	4.67	310	5.17
1950-03-16	8	8	8	8.00	40	0.67
1950-03-17	8	7	7	7.33	110	1.83
1950-03-18	5	8	8	7.00	120	2.00
1950-03-19	1	6	5	4.00	610	10.17
1950-03-20	3	3	5	3.67	520	8.67
1950-03-21	7	1	1	3.00	630	10.50
1950-03-22	8	0	0	2.67	450	7.50
1950-03-23	1	5	7	4.33	610	10.17
1950-03-24	7	5	7	6.33	620	10.33
1950-03-25	5	1	0	2.00	600	10.00
1950-03-26	3	2	6	3.67	300	5.00
1950-03-27	7	7	6	6.67	90	1.50
1950-03-28	5	1	1	2.33	50	0.83
1950-03-29	7	7	2	5.33	450	7.50
1950-03-30	1	5	7	4.33	410	6.83
1950-03-31	0	1	1	0.67	690	11.50
1950-04-01	0	0	2	0.67	680	11.33
1950-04-02	2	7	4	4.33	680	11.33
1950-04-03	0	7	7	4.67	580	9.67
1950-04-04	0	1	0	0.33	720	12.00
1950-04-05	0	1	1	0.67	720	12.00
1950-04-06	8	8	8	8.00	190	3.17
1950-04-07	7	6	1	4.67	630	10.50
1950-04-08	0	6	3	3.00	700	11.67
1950-04-09	1	1	1	1.00	705	11.75
1950-04-10	0	2	2	1.33	650	10.83
1950-04-11	8	7	8	7.67	290	4.83
1950-04-12	8	8	7	7.67	245	4.08
1950-04-13	8	6	2	5.33	600	10.00
1950-04-14	0	6	5	3.67	720	12.00
1950-04-15	0	1	1	0.67	770	12.83
1950-04-16	0	8	8	5.33	370	6.17
1950-04-17	8	7	2	5.67	165	2.75
1950-04-18	8	8	7	7.67	370	6.17
1950-04-19	1	3	3	2.33	745	12.42
1950-04-20	2	4	2	2.67	770	12.83
1950-04-21	2	1	0	1.00	765	12.75
1950-04-22	0	1	1	0.67	760	12.67
1950-04-23	0	0	0	0.00	760	12.67
1950-04-24	0	0	0	0.00	775	12.92
1950-04-25	1	2	4	2.33	740	12.33
1950-04-26	8	7	6	7.00	440	7.33
1950-04-27	0	1	1	0.67	780	13.00
1950-04-28	0	1	0	0.33	770	12.83
1950-04-29	0	1	0	0.33	780	13.00
1950-04-30	0	1	1	0.67	770	12.83
1950-05-01	1	1	3	1.67	775	12.92
1950-05-02	0	4	4	2.67	770	12.83
1950-05-03	4	1	1	2.00	765	12.75
1950-05-04	1	3	6	3.33	700	11.67
1950-05-05	7	7	8	7.33	360	6.00
1950-05-06	0	4	8	4.00	570	9.50
1950-05-07	0	0	5	1.67	730	12.17
1950-05-08	8	8	8	8.00	310	5.17
1950-05-09	1	1	1	1.00	770	12.83
1950-05-10	7	7	7	7.00	600	10.00
1950-05-11	4	8	8	6.67	220	3.67
1950-05-12	8	7	7	7.33	310	5.17
1950-05-13	7	7	8	7.33	300	5.00
1950-05-14	7	7	7	7.00	160	2.67
1950-05-15	8	7	8	7.67	245	4.08
1950-05-16	8	8	8	8.00	0	0.00
1950-05-17	8	7	3	6.00	435	7.25
1950-05-18	5	7	8	6.67	470	7.83
1950-05-19	3	8	7	6.00	550	9.17
1950-05-20	8	6	3	5.67	390	6.50
1950-05-21	6	7	4	5.67	480	8.00
1950-05-22	3	8	8	6.33	400	6.67
1950-05-23	6	7	7	6.67	650	10.83
1950-05-24	8	8	8	8.00	30	0.50
1950-05-25	8	6	6	6.67	470	7.83
1950-05-26	6	6	7	6.33	680	11.33
1950-05-27	0	4	2	2.00	820	13.67
1950-05-28	0	1	6	2.33	765	12.75
1950-05-29	8	8	7	7.67	85	1.42
1950-05-30	7	8	7	7.33	240	4.00
1950-05-31	7	1	2	3.33	780	13.00
1950-06-01	2	5	7	4.67	740	12.33
1950-06-02	0	1	1	0.67	830	13.83
1950-06-03	0	1	0	0.33	825	13.75
1950-06-04	5	3	2	3.33	825	13.75
1950-06-05	7	7	3	5.67	835	13.92
1950-06-06	0	1	1	0.67	840	14.00
1950-06-07	6	4	7	5.67	600	10.00
1950-06-08	8	7	3	6.00	525	8.75
1950-06-09	3	7	7	5.67	630	10.50
1950-06-10	6	7	6	6.33	455	7.58
1950-06-11	8	8	7	7.67	360	6.00
1950-06-12	4	7	7	6.00	555	9.25
1950-06-13	0	6	1	2.33	865	14.42
1950-06-14	0	2	1	1.00	830	13.83
1950-06-15	8	7	5	6.67	630	10.50
1950-06-16	2	5	3	3.33	635	10.58
1950-06-17	8	7	4	6.33	355	5.92
1950-06-18	8	2	0	3.33	775	12.92
1950-06-19	0	1	1	0.67	850	14.17
1950-06-20	8	6	4	6.00	780	13.00
1950-06-21	7	4	1	4.00	810	13.50
1950-06-22	1	0	0	0.33	860	14.33
1950-06-23	0	0	0	0.00	845	14.08
1950-06-24	0	1	1	0.67	845	14.08
1950-06-25	0	2	5	2.33	815	13.58
1950-06-26	0	0	0	0.00	840	14.00
1950-06-27	0	0	0	0.00	810	13.50
1950-06-28	0	0	0	0.00	790	13.17
1950-06-29	0	0	0	0.00	765	12.75
1950-06-30	0	7	8	5.00	580	9.67
1950-07-01	5	8	7	6.67	440	7.33
1950-07-02	8	6	2	5.33	630	10.50
1950-07-03	8	7	0	5.00	200	3.33
1950-07-04	5	8	6	6.33	390	6.50
1950-07-05	0	6	3	3.00	850	14.17
1950-07-06	0	1	1	0.67	845	14.08
1950-07-07	0	1	0	0.33	845	14.08
1950-07-08	0	0	0	0.00	825	13.75
1950-07-09	0	0	0	0.00	865	14.42
1950-07-10	0	0	0	0.00	855	14.25
1950-07-11	0	0	0	0.00	850	14.17
1950-07-12	0	0	0	0.00	840	14.00
1950-07-13	1	0	1	0.67	825	13.75
1950-07-14	0	1	1	0.67	845	14.08
1950-07-15	0	0	0	0.00	840	14.00
1950-07-16	0	0	0	0.00	830	13.83
1950-07-17	0	1	0	0.33	850	14.17
1950-07-18	0	0	0	0.00	830	13.83
1950-07-19	0	1	0	0.33	830	13.83
1950-07-20	0	0	0	0.00	805	13.42
1950-07-21	0	0	0	0.00	810	13.50
1950-07-22	0	1	2	1.00	820	13.67
1950-07-23	0	0	1	0.33	820	13.67
1950-07-24	0	1	1	0.67	810	13.50
1950-07-25	0	1	2	1.00	810	13.50
1950-07-26	0	1	2	1.00	805	13.42
1950-07-27	0	1	1	0.67	805	13.42
1950-07-28	1	1	1	1.00	825	13.75
1950-07-29	0	0	0	0.00	805	13.42
1950-07-30	0	0	0	0.00	795	13.25
1950-07-31	0	0	0	0.00	810	13.50
1950-08-01	1	1	0	0.67	800	13.33
1950-08-02	0	0	1	0.33	795	13.25
1950-08-03	1	2	1	1.33	780	13.00
1950-08-04	0	0	0	0.00	790	13.17
1950-08-05	1	1	2	1.33	780	13.00
1950-08-06	0	1	5	2.00	750	12.50
1950-08-07	1	1	2	1.33	795	13.25
1950-08-08	0	0	0	0.00	805	13.42
1950-08-09	0	0	1	0.33	800	13.33
1950-08-10	1	0	1	0.67	780	13.00
1950-08-11	0	1	1	0.67	785	13.08
1950-08-12	0	1	1	0.67	775	12.92
1950-08-13	0	2	3	1.67	720	12.00
1950-08-14	1	3	4	2.67	735	12.25
1950-08-15	0	3	3	2.00	705	11.75
1950-08-16	0	1	2	1.00	760	12.67
1950-08-17	0	3	0	1.00	790	13.17
1950-08-18	0	0	0	0.00	775	12.92
1950-08-19	0	0	0	0.00	780	13.00
1950-08-20	1	5	2	2.67	650	10.83
1950-08-21	1	2	2	1.67	715	11.92
1950-08-22	1	1	1	1.00	730	12.17
1950-08-23	1	6	6	4.33	390	6.50
1950-08-24	8	1	0	3.00	680	11.33
1950-08-25	0	1	0	0.33	760	12.67
1950-08-26	8	6	4	6.00	455	7.58
1950-08-27	1	1	1	1.00	750	12.50
1950-08-28	7	2	1	3.33	715	11.92
1950-08-29	0	0	0	0.00	750	12.50
1950-08-30	0	1	1	0.67	750	12.50
1950-08-31	0	1	2	1.00	750	12.50
1950-09-01	1	0	0	0.33	735	12.25
1950-09-02	0	0	0	0.00	740	12.33
1950-09-03	1	1	2	1.33	730	12.17
1950-09-04	1	3	5	3.00	660	11.00
1950-09-05	2	1	5	2.67	610	10.17
1950-09-06	6	5	4	5.00	690	11.50
1950-09-07	1	0	0	0.33	700	11.67
1950-09-08	0	1	1	0.67	705	11.75
1950-09-09	0	1	4	1.67	660	11.00
1950-09-10	3	5	6	4.67	500	8.33
1950-09-11	1	5	5	3.67	665	11.08
1950-09-12	1	0	1	0.67	670	11.17
1950-09-13	0	1	2	1.00	700	11.67
1950-09-14	1	5	2	2.67	670	11.17
1950-09-15	6	6	6	6.00	640	10.67
1950-09-16	0	2	0	0.67	695	11.58
1950-09-17	1	1	1	1.00	690	11.50
1950-09-18	1	1	1	1.00	610	10.17
1950-09-19	0	0	0	0.00	675	11.25
1950-09-20	1	4	2	2.33	660	11.00
1950-09-21	2	1	2	1.67	640	10.67
1950-09-22	1	6	2	3.00	600	10.00
1950-09-23	1	3	2	2.00	660	11.00
1950-09-24	1	2	5	2.67	650	10.83
1950-09-25	7	7	7	7.00	335	5.58
1950-09-26	1	2	5	2.67	620	10.33
1950-09-27	6	6	6	6.00	415	6.92
1950-09-28	7	8	8	7.67	80	1.33
1950-09-29	7	6	8	7.00	350	5.83
1950-09-30	8	7	5	6.67	250	4.17
1950-10-01	8	0	8	5.33	105	1.75
1950-10-02	8	2	5	5.00	450	7.50
1950-10-03	0	2	5	2.33	340	5.67
1950-10-04	0	1	7	2.67	560	9.33
1950-10-05	3	7	7	5.67	310	5.17
1950-10-06	8	7	5	6.67	160	2.67
1950-10-07	1	1	5	2.33	570	9.50
1950-10-08	1	2	6	3.00	565	9.42
1950-10-09	5	4	4	4.33	590	9.83
1950-10-10	8	8	3	6.33	196	3.27
1950-10-11	0	0	1	0.33	625	10.42
1950-10-12	0	1	1	0.67	580	9.67
1950-10-13	1	3	5	3.00	490	8.17
1950-10-14	6	4	2	4.00	415	6.92
1950-10-15	8	3	2	4.33	315	5.25
1950-10-16	8	7	7	7.33	180	3.00
1950-10-17	1	3	6	3.33	520	8.67
1950-10-18	2	6	7	5.00	410	6.83
1950-10-19	2	6	7	5.00	515	8.58
1950-10-20	7	6	7	6.67	260	4.33
1950-10-21	7	3	3	4.33	575	9.58
1950-10-22	1	1	3	1.67	595	9.92
1950-10-23	1	3	3	2.33	565	9.42
1950-10-24	0	2	2	1.33	590	9.83
1950-10-25	1	2	7	3.33	480	8.00
1950-10-26	4	3	4	3.67	610	10.17
1950-10-27	1	1	5	2.33	600	10.00
1950-10-28	2	6	6	4.67	600	10.00
1950-10-29	4	3	3	3.33	580	9.67
1950-10-30	1	1	3	1.67	600	10.00
1950-10-31	1	6	7	4.67	470	7.83
1950-11-01	7	6	1	4.67	270	4.50
1950-11-02	1	4	3	2.67	440	7.33
1950-11-03	1	1	5	2.33	580	9.67
1950-11-04	4	0	6	3.33	565	9.42
1950-11-05	8	3	6	5.67	520	8.67
